source,fixture_id,market,selection,prediction_timestamp,kickoff_timestamp,dixon_coles_probability,market_fair_probability,edge,raw_ev,odds,league_id,home_ft_count,away_ft_count,used_default_lambda,home_lambda,away_lambda,feature_quality,hours_to_kickoff,old_confidence,outcome,daily_pick_id
current_bot,1500009,match_winner,Away,2026-07-25 15:24:09.627712,2026-07-25 18:00:00,0.2523891869361463,0.15545569308328608,0.09693349385286024,0.18875307046924905,4.71,132,13,14,False,,,0.35,2.597325635555556,0.7017430958373532,win,116
current_bot,1493014,btts,Yes,2026-07-25 19:29:08.466545,2026-07-25 22:15:00,0.41190924021117126,0.14938059769664036,0.2625286425145309,0.07920220935326872,2.62,128,8,5,True,1.0,1.0,0.55,2.7643148486111113,0.9091247006680471,lose,117
current_bot,1493005,match_winner,Home,2026-07-26 05:04:57.214585,2026-07-26 22:30:00,0.2953610518784274,0.12474027594065751,0.17062077593776992,0.3291247334529235,4.5,128,5,5,True,1.0,1.0,0.55,17.417440393055553,0.9409389621753874,win,118
current_bot,1494709,over_under,Under 2.5,2026-07-26 05:04:57.214585,2026-07-26 17:15:00,0.45803463535563277,0.23583543829842724,0.22219919705720553,0.2595952472279901,2.75,103,9,11,True,1.0,1.0,0.55,12.167440393055555,0.923084893326352,win,119
current_bot,1500014,over_under,Over 2.5,2026-07-26 05:04:57.214585,2026-07-26 18:00:00,0.3813885730297387,0.1732876629981073,0.20810091003163142,0.14416571908921627,3.0,132,13,13,True,1.0,1.0,0.55,12.917440393055555,0.9279650696044353,win,120
current_bot,1494715,over_under,Under 2.5,2026-07-26 05:04:57.214585,2026-07-26 15:00:00,0.45962896941688314,0.23904035328010834,0.2205886161367748,0.08012807812967537,2.35,103,13,12,True,1.0,1.0,0.55,9.917440393055555,0.9236424021065011,win,121
botposlednji1,1494709,over_under,Under 2.5,2026-07-26 05:08:30.150104,2026-07-26 17:15:00,0.37310740537452214,0.23583543829842724,0.1372719670760949,0.02604536477993591,2.75,103,9,10,False,,,0.35,12.108291637777779,0.3425638794004665,win,91
botposlednji1,1494714,over_under,Under 2.5,2026-07-26 05:08:30.150104,2026-07-26 15:00:00,0.3509886860542194,0.2185825725663322,0.1324061134878872,0.017867189557236207,2.9,103,11,12,False,,,0.35,9.858291637777779,0.4634267735794855,lose,92
botposlednji1,1589432,over_under,Under 2.5,2026-07-28 06:24:46.795984,2026-07-28 17:00:00,0.4249371214177016,0.2122809582681816,0.21265616314952002,0.0028516065457757644,2.36,848,1,0,False,,,0.35,10.587001115555557,0.21122933485004114,lose,93
current_bot,1556505,match_winner,Away,2026-07-28 07:45:10.155006,2026-07-28 18:00:00,0.21517445255172007,0.07658302586389129,0.13859142668782878,0.5492560583723847,7.2,2,20,10,False,1.47,1.27,0.55,10.247179165,0.95,lose,122
current_bot,1556506,match_winner,Home,2026-07-29 05:02:07.239465,2026-07-29 18:00:00,0.37643167205463623,0.11225599110268475,0.2641756809519515,1.4242199680318577,6.44,2,10,23,False,2.28,2.02,0.55,12.964655704166667,0.9085545719781707,lose,123
botposlednji1,1556535,over_under,Under 2.5,2026-07-30 04:57:49.258574,2026-07-30 16:00:00,0.462310123951755,0.23883890200243688,0.22347122194931815,0.03095157641241375,2.23,848,0,0,False,,,0.35,11.036317062777778,0.04616566091604568,win,94
botposlednji1,1593526,over_under,Under 2.5,2026-07-30 04:57:49.258574,2026-07-30 16:00:00,0.43069116929983253,0.21943128434934692,0.21125988495048562,0.020738071240603118,2.37,3,0,1,False,,,0.35,11.036317062777778,0.14125696874013072,win,95
botposlednji1,1591947,match_winner,Draw,2026-07-30 04:57:49.258574,2026-07-30 17:00:00,0.1591034157835594,0.08127700975079703,0.07782640603276238,0.010306690225602155,6.35,848,2,0,False,,,0.35,12.036317062777778,0.6778316554255663,win,96
botposlednji1,1556549,over_under,Under 2.5,2026-07-30 04:57:49.258574,2026-07-30 17:00:00,0.45557297173670713,0.22163482779748966,0.23393814393921747,0.002260537820755859,2.2,3,0,0,False,,,0.35,12.036317062777778,0.03828563619507952,win,97
botposlednji1,1556540,over_under,Under 2.5,2026-07-30 04:57:49.258574,2026-07-30 14:00:00,0.47673235137402803,0.24177732063995158,0.23495503073407645,0.0011379378854587952,2.1,848,0,0,False,,,0.35,9.036317062777778,0.09387827033922613,win,98
current_bot,1556534,match_winner,Home,2026-07-30 05:03:27.968908,2026-07-30 17:00:00,0.30436926557250227,0.12021001197514461,0.18415925359735766,0.6435940340915123,5.4,848,12,10,False,1.0,0.94,0.55,11.942230858888887,0.9362525660624532,lose,124
current_bot,1556541,match_winner,Home,2026-07-30 05:03:27.968908,2026-07-30 17:30:00,0.25829757283470806,0.11246423123307239,0.14583334160163566,0.4722961651578359,5.7,848,9,9,False,1.0,1.2,0.55,12.442230858888887,0.9495192279071262,lose,125
current_bot,1556526,match_winner,Home,2026-07-30 05:03:27.968908,2026-07-30 16:00:00,0.29144378966752027,0.12209820098584563,0.16934558868167465,0.39893019040409716,4.8,848,5,20,True,1.0,1.02,0.55,10.942230858888887,0.9413803731486512,win,126
current_bot,1556535,match_winner,Away,2026-07-30 05:03:27.968908,2026-07-30 16:00:00,0.30742797524671583,0.14045708422441786,0.16697089102229798,0.3834258886102213,4.5,848,10,10,False,1.66,1.85,0.55,10.942230858888887,0.9422023838768969,lose,127
current_bot,1556548,match_winner,Draw,2026-07-30 05:03:27.968908,2026-07-30 19:00:00,0.15665906956576142,0.059100648844914457,0.09755842072084697,0.3316020913089721,8.5,3,13,14,False,1.56,1.84,0.55,13.942230858888887,0.95,lose,128
current_bot,1556542,match_winner,Draw,2026-07-30 05:03:27.968908,2026-07-30 18:30:00,0.21881288014745617,0.08193969190704473,0.13687318824041145,0.3238179248921098,6.05,848,6,4,True,1.0,1.0,0.55,13.442230858888887,0.95,win,129
current_bot,1556550,match_winner,Home,2026-07-30 06:00:00.948968,2026-07-30 17:00:00,0.3914985978525496,0.16336961593469482,0.22812898191785477,0.29977534487046453,3.32,3,10,26,False,1.37,1.0,0.55,10.99973639777778,0.9210322754899735,win,130
current_bot,1556528,match_winner,Draw,2026-07-30 06:00:00.948968,2026-07-30 19:00:00,0.17848677688683035,0.07534331054853226,0.10314346633829809,0.24940743820781242,7.0,848,24,10,False,1.49,0.97,0.55,12.99973639777778,0.95,lose,131
current_bot,1556540,match_winner,Draw,2026-07-30 06:00:00.948968,2026-07-30 14:00:00,0.22173730435992586,0.09029518965695815,0.1314421147029677,0.21955517397959223,5.5,848,4,8,True,1.0,1.0,0.55,7.999736397777777,0.95,win,132
current_bot,1556537,btts,Yes,2026-07-30 06:00:00.948968,2026-07-30 16:00:00,0.4766980928315151,0.19293973432226558,0.2837583585092495,0.017750428195284718,2.135,848,14,2,False,1.43,1.0,0.55,9.99973639777778,0.9017759528237214,win,133
botposlednji1,1561894,over_under,Under 2.5,2026-07-31 05:55:40.039311,2026-07-31 17:30:00,0.49311831341831963,0.2799060117344512,0.21321230168386845,0.008426950940463529,2.045,218,0,0,False,,,0.35,11.5722113025,0.10195846369431427,lose,99
